Dijkstra;Type:Full;Vertices:10;16;;;;;;;;;;;;;;;;;;;;;;;Дейкстра;Флойд-Уоршелл;Беллманн-Форд;А-star;;
Floyd-Warshall;Type:Empty;Vertices:510;2417130;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:560;3105030;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:610;4058180;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:660;5028470;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:710;6264910;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:760;7921940;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:810;9455340;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:860;11293600;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:910;13491300;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:960;15697900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:1010;18417400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:10;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:60;109;;;;;;;;;;;Беллман-Форд при дереве;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:110;373;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:160;776;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:210;1372;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:260;2084;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:310;2954;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:360;3971;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:410;5102;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:460;6424;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:510;7908;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:560;9516;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:610;11320;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:660;13290;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:710;15324;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:760;17539;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:810;19932;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:860;22465;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:910;25159;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:960;27955;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Empty;Vertices:1010;30999;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Empty;Vertices:10;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Empty;Vertices:60;25;;;;;;;;;;;A-star при дереве;;;;;;;;;;;;;;;;;
A-star;Type:Empty;Vertices:110;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Empty;Vertices:160;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
